created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Oct 13 07:07:10 +0000 2023;1712726657952588278;"makin greget dah sama bpk nya mirna, songong bgt mukanya. nnton ice cold malah kesel sndri sama tu org. gue yakin sih jessica ga salah, smoga pelaku aslinya cepet ketangkep deh";0;0;0;0;in;621578007;1712726657952588278;sheilalalalaa;https://twitter.com/sheilalalalaa/status/1712726657952588278
Fri Oct 13 06:44:22 +0000 2023;1712720920371179947;"Kasus Jessica-Mirna ini mmg jd perhatian netizen lg gegara sikap Jaksa, Wamenham(?) Prof.Edy &amp  bapaknya Mirna yg pd blunder sih.  Ditambah polisinya si FS &amp  KM yg jg bermasalah..  Jd bukan krn dokumenternya Ice Cold Netflix. Toh yg nonton kan mereka2 yg dulu ikutin kasusnya jg";0;1;0;5;in;71843372;1712720920371179947;Kiryuu_kyon;https://twitter.com/Kiryuu_kyon/status/1712720920371179947
Fri Oct 13 06:40:58 +0000 2023;1712720062447276249;"It’s my pleasure to get invited to Good Talk show at @BinusTV  along with Prof Juneman @junemanabraham (Psychology Dept) &amp  Dr. Sofian (Business Law)  discussing “Ice Cold: Murder, Coffee and Jessica Wongso” @NetflixID  :Good Talk, Monday, 16 Okt   16.00 at  YouTube Ch BINUSTV. https://t.co/ce9Ewd2HQY";0;0;1;2;en;46367242;1712720062447276249;ekkyij;https://twitter.com/ekkyij/status/1712720062447276249
Fri Oct 13 06:17:12 +0000 2023;1712714080010854557;"Duh karena dokumenter Ice Cold viral, jadi flashback, nih, siapa aja polisi yang waktu itu pegang kasus Kopi Sianida Jessica-Mirna 👀   | Narasi Daily https://t.co/5761q4jt0Y";113;148;1438;4713;in;1158355819512991747;1712714080010854557;NarasiNewsroom;https://twitter.com/NarasiNewsroom/status/1712714080010854557
Fri Oct 13 05:25:00 +0000 2023;1712700944293798293;"Disingkirkan di Persidangan Jessica Wongso, dr Djaja Surya Atmaja Ungkap Kejanggalan dari Jasad Mirna Salihin   #IceCold #jessicakumalawongso #mirna  https://t.co/9wXliKqBeH";0;0;0;1;in;174631261;1712700944293798293;Kilat_com;https://twitter.com/Kilat_com/status/1712700944293798293
Fri Oct 13 05:02:41 +0000 2023;1712695327239860415;"Pihak Jessica akan Ajukan Peninjauan Kembali, Fakta di Film Ice Cold Bisa Jadi Bukti Baru? Ini Penjelasannya! https://t.co/2O4aHS7iUJ";0;0;0;0;in;1703608825801211904;1712695327239860415;matabandungprmn;https://twitter.com/matabandungprmn/status/1712695327239860415
Fri Oct 13 03:52:10 +0000 2023;1712677581781438494;"nanya deh kalo misalnya jessica wongso ga terbukti bersalah bunuh alm mirna dan trnyata mirna murni mati krna penyakit ((bukan dibunuh orang)) itu yang nuduh jessica bsa dituntut balik gak? kepikiran mulu ini dari tadi malam krna habis nonton ice cold🙃🙃🙃🙃";0;3;0;0;in;707496118397980672;1712677581781438494;wibnky;https://twitter.com/wibnky/status/1712677581781438494
Fri Oct 13 02:20:00 +0000 2023;1712654387481309299;"Ibunda Jessica Wongso Sesalkan Sikap Ceroboh Suami Wayan Mirna Salihin Saat Kondisinya Tidak Berdaya   #IceCold #mirna #jumat https://t.co/fkZtCIL0h5";0;0;0;0;in;174631261;1712654387481309299;Kilat_com;https://twitter.com/Kilat_com/status/1712654387481309299
Fri Oct 13 02:18:42 +0000 2023;1712654059658973187;"With Ice Cold getting everyone (and I mean EVERYONE) talking about the Jessica Wongso case again, good time to reshare one of my most fave pieces ever. @Johannes_nos took on the case back in 2016 for @ForeignPolicy and it's really something: https://t.co/SUBOCqXgua";0;1;1;7;en;1139450357984088064;1712654059658973187;dmkmtoday;https://twitter.com/dmkmtoday/status/1712654059658973187
Fri Oct 13 02:01:37 +0000 2023;1712649763026567450;"-rl ada yang nyimpenin thread ice cold jessica mirna ga ya? drop dong yang punya mau aku baca baca lagi, tia!";1;3;0;2;in;1331620633726259200;1712649763026567450;ssefnum;https://twitter.com/ssefnum/status/1712649763026567450
Fri Oct 13 01:12:44 +0000 2023;1712637462319882514;"LAGI NONTON ICE COLD MURDER JESSICA BARU SETENGAH JALAN GILAAAAAA ANJIRRRRRRR WKWKWKWKWKWKWKWK";0;1;0;0;in;1584214066939056128;1712637462319882514;lechugosh;https://twitter.com/lechugosh/status/1712637462319882514
Fri Oct 13 00:19:32 +0000 2023;1712624073514373138;"Lantas, mungkinkah film Ice Cold menjadi pintu atas kebebasan Jessica?";0;0;0;0;in;798770586784702464;1712624006153785718;pinterpolitik;https://twitter.com/pinterpolitik/status/1712624073514373138
Fri Oct 13 00:19:16 +0000 2023;1712624006153785718;"Film Ice Cold: Murder, Coffee and Jessica Wongso tengah membelah opini publik. Berbagai pihak mendukung Jessica dibebaskan karena tidak terdapat bukti terkait kapan dan bagaimana Jessica menaruh bubuk sianida ke kopi Mirna Salihin.  https://t.co/CvSLwthoRG";0;1;0;0;in;798770586784702464;1712624006153785718;pinterpolitik;https://twitter.com/pinterpolitik/status/1712624006153785718
Fri Oct 13 00:18:34 +0000 2023;1712623827711115428;"Opini netizen soal Ayah mendiang Mirna Salihin, Edi Darmawan, beragam. Terutama setelah rilis dokumenter Netflix 'Ice Cold: Murder, Coffee and Jessica Wongso'. https://t.co/PxexN7jxSH";0;0;0;0;in;135815019;1712623827711115428;detikinet;https://twitter.com/detikinet/status/1712623827711115428
Thu Oct 12 23:45:07 +0000 2023;1712615411806875959;""DEMI KEADILAN" Pendapat Teman-teman Bagaimana ?!  #goesmuezz #prekognision2023 #prekognisi #indigoprekognision #fyp #foryou #rakyatmelihat #jessica #drdjaja #kopisianida #icecold #icc https://t.co/mL5lEiSNtT";0;0;0;3;in;2904652459;1712615411806875959;GoesMuezz;https://twitter.com/GoesMuezz/status/1712615411806875959
Thu Oct 12 22:39:21 +0000 2023;1712598859665551407;"Ice Cold: Jessica Wongso’s been hipnotised by police  https://t.co/ykh5P8JwJY";0;0;0;0;en;1592064580242771968;1712598859665551407;gov1rtus;https://twitter.com/gov1rtus/status/1712598859665551407
Thu Oct 12 18:09:43 +0000 2023;1712531003275882987;"kinda thinking of a Mystery Files episode of the Mirna &amp  Jessica case (the netflix documentary recently dropped. it's titled "Ice Cold")  i kinda just wanna see what Shane and Ryan have to say about it :v hehe hi @wearewatcher";0;0;0;0;en;939756408655843328;1712531003275882987;kay_in_pigtails;https://twitter.com/kay_in_pigtails/status/1712531003275882987
Thu Oct 12 20:43:35 +0000 2023;1712569726973718723;"Minta Masyarakat Tak Terbelah gegara Film Ice Cold Jessica Wongso, Kejagung: Perlu Kita Waspadai https://t.co/KCsvpbPSfl";0;3;0;1;in;41730943;1712569726973718723;VIVAcoid;https://twitter.com/VIVAcoid/status/1712569726973718723
Thu Oct 12 20:23:01 +0000 2023;1712564552590659740;"COLETTE AND JUSTIN ICE COLD: COFFEE, MURDER AND JESSICA WONGSO MONSTER INSIDE MR. DRESSUP: THE MAGIC OF MAKE BELIEVE  THE 100TH INNING RACE TO THE SUMMIT ALAN MAGEE: ART IS NOT A SOLACE ALL OF THOSE VOICES: LOUIS TOMLINSON YOUR FRIEND, MEMPHIS BLIND EYE ARTIST LAST STOP LARRIMAH https://t.co/FFkVzpjE2n";0;0;0;0;en;52493463;1712564539416310069;CinemaNYC;https://twitter.com/CinemaNYC/status/1712564552590659740
Thu Oct 12 22:37:45 +0000 2023;1712598458417500541;"Ice Cold: Is Jessica Wongso the killer?   https://t.co/d71W9hqQCw";0;0;0;0;en;1592064580242771968;1712598458417500541;gov1rtus;https://twitter.com/gov1rtus/status/1712598458417500541
Thu Oct 12 16:53:56 +0000 2023;1712511934715580916;"Mumpung lagi rame dokumenter "Ice Cold: Murder, Coffee and Jessica Wongso" apa nggak ada yang minat buat bikin dokumenter tentang kasusnya Antasari Azhar? https://t.co/KtpfY6nsof";0;1;0;0;in;373848200;1712511934715580916;triwahyuutama15;https://twitter.com/triwahyuutama15/status/1712511934715580916
Thu Oct 12 16:36:04 +0000 2023;1712507435699822928;"Gara gara ice cold gue jd rewatch lagi semua sidang jessica kopi sianida wkwkw 2016 masih maba hukum masih abu2 banget dulu liat ni kasus bagi gue. Tp gue inget kata dosen w bilang, kasus ini ngaco krn ga ada otopsi tp ada tersangka. Then now 😊";0;0;0;2;in;345879908;1712507435699822928;dictionruins;https://twitter.com/dictionruins/status/1712507435699822928
Thu Oct 12 16:00:57 +0000 2023;1712498599177929199;"Oke karena aku udh beres nonton film dokumenter ice cold : Murder, coffee and Jessica jadi mari kita comen dikit   ⚠️ cuman sudut pandang pas nonton dokumenternya⚠️  1. Disini keliatan kalo ayah dari mendiang mirna itu orang yang gampang nge judge sesuatu.";0;1;0;1;in;1404393667595407361;1712498599177929199;dahaulah;https://twitter.com/dahaulah/status/1712498599177929199
Thu Oct 12 15:37:41 +0000 2023;1712492746496413945;"Sudah Jelas Yaa🙂👍👌  #goesmuezz #prekognision2023 #prekognisi #indigoprekognision #fyp #foryou #rakyatmelihat #drdjaja #jessica #mirna #kopisianida #icecold https://t.co/j2XOLAQLGK";0;0;0;1;in;2904652459;1712492746496413945;GoesMuezz;https://twitter.com/GoesMuezz/status/1712492746496413945
Thu Oct 12 15:07:38 +0000 2023;1712485180638970307;"@_gbolahann0 Cold Smirnoff Ice";0;0;0;0;en;1283353201908027400;1712482185461326264;Jessica_Egbedi;https://twitter.com/Jessica_Egbedi/status/1712485180638970307
Thu Oct 12 14:59:44 +0000 2023;1712483192253587788;"sekarang aktivitas gw tiap malem adalah menonton youtube kontroversi ice cold jessica sejam lebih https://t.co/gqgGf80wgG";0;1;0;1;in;1691814057488142336;1712483192253587788;zawears;https://twitter.com/zawears/status/1712483192253587788
Thu Oct 12 14:31:39 +0000 2023;1712476127128850851;"Setelah nonton #icecold #Netflix #jessicakumalawongso otak makin blunder,tapi dari dulu gue sih udah 70% condong ke pihak jessica,karna semuanya janggal aja.";0;1;0;0;in;1116650671770521600;1712476127128850851;beingsarcazm;https://twitter.com/beingsarcazm/status/1712476127128850851
Thu Oct 12 14:08:16 +0000 2023;1712470242507845809;"@convomfs Eh..tau ga cara bikin adekmu diem? Sudah ntn netflix special judulnya..Ice cold? Inspirasi mbakk..Jessica aja bisa, kenapa kamu enggak??";0;0;0;0;in;2546821086;1712192721174352050;supergiminz1;https://twitter.com/supergiminz1/status/1712470242507845809
Thu Oct 12 14:02:45 +0000 2023;1712468853547258269;"Seen "Ice Cold: Murder, Coffee and Jessica Wongso" on Netflix yet?  https://t.co/e9vhgmnVIJ";0;0;0;0;en;110945334;1712468853547258269;noanotherwa;https://twitter.com/noanotherwa/status/1712468853547258269
Thu Oct 12 12:14:03 +0000 2023;1712441498468512125;"Kasus Jessica kalau dibuka lagi bisa menjatuhkan banyak orang. Tapi keadilan harus ditegakkan. Kasihan, hidupnya sdh dirampas selama 7 tahun. Dari awal sy percaya Jessica tdk bersalah. Mungkin malah tdk ada kasus pembunuhan.  #icecold #Jessica";0;0;0;0;in;2187270150;1712441498468512125;soala_go2;https://twitter.com/soala_go2/status/1712441498468512125
Thu Oct 12 13:05:00 +0000 2023;1712454319641907465;"Ini profil Jessica Wongso, pelaku pembunuhan Mirna yang kembali viral usai meledaknya dokumenter Ice Cold Sianida https://t.co/12CwfBP1Sg";1;0;1;0;in;231355136;1712454319641907465;SINDOnews;https://twitter.com/SINDOnews/status/1712454319641907465
Thu Oct 12 13:14:18 +0000 2023;1712456661569589437;"wanna talk with me on dm? kita bahas Ice Cold : Murder, Coffee and Jessica Wongso🤔";0;5;0;0;en;1128255584396988417;1712456661569589437;Lesyfux;https://twitter.com/Lesyfux/status/1712456661569589437
Thu Oct 12 11:39:55 +0000 2023;1712432908680515685;"tô assistindo o documentário ice cold sobre o caso jessica wongso e pqp o sistema judiciário indonésio é impossível um só advogado de defesa contra um batalhão de promotores";0;0;0;0;pt;1315288775908560896;1712432908680515685;cuscuzebaiao;https://twitter.com/cuscuzebaiao/status/1712432908680515685
Thu Oct 12 11:01:53 +0000 2023;1712423335529963672;"Terlepas dari siapapun pelaku di balik Kasus "Ice Cold Murders Jessica" ada fakta yang menunjukkan bahwa kurangnya proses hukum yg ada negeri ini, seseorang bisa dihukum hanya dengan penggiringan opini publik 😂 #icecoldmurdersjessica";0;0;0;0;in;1042209351652466688;1712423335529963672;calonpejabattt;https://twitter.com/calonpejabattt/status/1712423335529963672
Thu Oct 12 11:00:42 +0000 2023;1712423040175468946;"tapi sejak dokumenter netflix ice cold ini, semua org seolah tutup mata sama kejanggalannya jessica di sidang-sidangnya yg lalu. terus dokumenternya juga sangat dibuat pro satu sisi aja, gk menjelaskan full detail konfliknya kek cctv jessica, backgroundnya jessica, dll";0;1;0;0;in;1213495333541408768;1712423035112915029;ckarasheree;https://twitter.com/ckarasheree/status/1712423040175468946
Thu Oct 12 10:38:17 +0000 2023;1712417397175672935;"Sinopsis Ice Cold: Murder, Coffee and Jessica Wongso, Kisah Misteri Pembunuhan Mirna Salihin https://t.co/sMW53WZZlg #TempoSeleb";0;0;0;0;in;18129942;1712417397175672935;tempodotco;https://twitter.com/tempodotco/status/1712417397175672935
Thu Oct 12 10:33:37 +0000 2023;1712416222615384098;"pulang sekolah liat ICE COLD : murder, coffe &amp  jessica wongso 2023. sampe ketiduran sore hari mala kebawa mimpi dan buruk semua mimpinyaa😭";0;1;0;0;in;1418019518;1712416222615384098;nurlailipp;https://twitter.com/nurlailipp/status/1712416222615384098
Thu Oct 12 10:13:13 +0000 2023;1712411091740090433;"Buktikan Ketidakbersalahan Jessica Wongso, Otto Hasibuan Siap Ajukan PK https://t.co/MGjhnuQN7R #parboaboa #jessicakumalawongso #icecold #hukum #ottohasibuan #kopisianida https://t.co/An3mBfQBxD";0;0;16;17;in;1403262851142230017;1712411091740090433;parboaboa;https://twitter.com/parboaboa/status/1712411091740090433
Thu Oct 12 09:37:30 +0000 2023;1712402102570631588;"Jessica Wongso Kasus Kopi Sianida Bakal Ajukan PK ke MA, Begini Respon Kejaksaan Agung  Baca di sini: https://t.co/dQLEXbLjUR  #icecold #kasus #jessicawongso #kopisianida #peninjauankembali #mahkamahagung #kejaksaanagung https://t.co/5OdxydevEl";0;0;0;0;in;998801336601788417;1712402102570631588;finindonesia;https://twitter.com/finindonesia/status/1712402102570631588
Thu Oct 12 09:33:07 +0000 2023;1712400999795810744;"Efek dari film Ice Cold dari netflix ini, masyarakat skrg, mayoritas, mulai mempertanyakan putusan 2016 silam. Masyarakat jadi berfikir kalau ada yg gak beres dibalik kasus Jessica (kalau kata otto mah yesika, kenapa gak hesica, pake ejaan mexico).";0;1;0;0;in;1357660227990999041;1712400997564510605;Pramadea666;https://twitter.com/Pramadea666/status/1712400999795810744
Thu Oct 12 09:33:07 +0000 2023;1712400997564510605;"skrg podcast2 youtube (itu th masih bisa dibilang podcast kan?) isinya tentang Ice Cold semua (kecuali guru gembul. gatau belum bikin) Arahnya, rata2 mempertanyakan, si jessica ini salah gak sih sebenernya? jawaban paling diplomatis adalah Wallahualam bi sawab.";0;3;0;0;in;1357660227990999041;1712400997564510605;Pramadea666;https://twitter.com/Pramadea666/status/1712400997564510605
Thu Oct 12 09:14:21 +0000 2023;1712396277206667757;"Belakangan ini heboh lagi soal kasus Mirna dan Jessica karena Film Dokumenter Netflix, Ice Cold. Gimana menurut kalian?   #icecold #netflix #jessica #mirna https://t.co/iGGz4Wlq5n";0;0;0;1;in;984621911723274240;1712396277206667757;insidelombok_;https://twitter.com/insidelombok_/status/1712396277206667757
Thu Oct 12 09:05:36 +0000 2023;1712394072609210390;"baru aja nntn icecold, pengacara jessica blg pembunuhan berencana itu hrus ada motif.. sedangkan jaksa blg emg harus? imo, haruslah bjir.. kek random bgt ngerencanain bunuh org tnpa motif? dlm ksus ini jg sahabatnya sndri.. aneh bjir";0;1;0;0;in;1109465543508017152;1712394072609210390;killuazoldxxk;https://twitter.com/killuazoldxxk/status/1712394072609210390
